Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
14.07.2025 00:08:42;0;0,011641;0,256105;0;0,267746;0;51,637001;-3,36
14.07.2025 00:13:44;0;0,023282;0,151335;0;0,171707;0;51,630001;-3,29
14.07.2025 00:18:46;0;0,011641;0,151335;0;0,174617;0;51,615002;-3,44
14.07.2025 00:23:48;0;0,011641;0,162976;0;0,177527;0;51,601002;-3,39
14.07.2025 00:28:50;0,00291;0,023282;0,279387;0;0,273567;0;51,555;-5,65
14.07.2025 00:33:51;0,00292;0,01168;0,315355;0;0,341635;0;51,514;-6,73
14.07.2025 00:38:53;0;0,011641;0,325952;0;0,343414;0;51,492001;-6,62
14.07.2025 00:43:55;0;0,023282;0,314311;0;0,334683;0;51,466;-6,38
14.07.2025 00:48:57;0;0,011641;0,279387;0;0,296849;0;51,467999;-3,75
14.07.2025 00:54:00;0;0,023205;0,162438;0;0,17114;0;51,466999;-3,41
14.07.2025 00:59:02;0;0,011641;0,162976;0;0,168797;0;51,453999;-3,36
14.07.2025 01:04:03;0;0,01168;0,151838;0;0,175197;0;51,443001;-3,29
14.07.2025 01:09:05;0,005821;0,023282;0,232823;0;0,244464;0;51,400002;-5,58
14.07.2025 01:14:08;0;0,011603;0,266863;0;0,287167;0;51,381001;-5,47
14.07.2025 01:19:10;0,00291;0,011641;0,279387;0;0,288118;0;51,344002;-6,78
14.07.2025 01:24:11;0;0,02336;0,338715;0;0,347475;0;51,318001;-6,71
14.07.2025 01:29:13;0;0,011641;0,325952;0;0,346324;0;51,293999;-6,68
14.07.2025 01:34:16;0,005801;0,023205;0,243657;0;0,261061;0;51,276001;-7,43
14.07.2025 01:39:17;0;0,01168;0,303675;0;0,315355;0;51,271;-5,17
14.07.2025 01:44:19;0;0,011641;0,244464;0;0,261926;0;51,257;-5,07
14.07.2025 01:49:22;0,005801;0,023205;0,301671;0;0,319075;0;51,209999;-7,31
14.07.2025 01:54:23;0,00292;0,01168;0,350395;0;0,367914;0;51,185001;-7,24
14.07.2025 01:59:26;0,002901;0,023205;0,406095;0;0,411897;0;51,146;-8,26
14.07.2025 02:04:27;0;0,01168;0,350395;0;0,364994;0;51,141998;-6,6
14.07.2025 02:09:30;0;0,011603;0,313274;0;0,330678;0;51,119999;-6,56
14.07.2025 02:14:31;0;0,035039;0,268636;0;0,286156;0;51,132999;-3,33
14.07.2025 02:19:34;0;0;0,150835;0;0,168239;0;51,130001;-3,34
14.07.2025 02:24:36;0;0,023282;0,139694;0;0,162976;0;51,120998;-3,13
14.07.2025 02:29:38;0;0,011641;0,139694;0;0,157155;0;51,113998;-3,1
14.07.2025 02:34:38;0,005859;0,011719;0,246094;0;0,246094;0;51,070999;-5,37
14.07.2025 02:39:40;0,00291;0,023282;0,256105;0;0,276477;0;51,051998;-5,33
14.07.2025 02:44:41;0;0,01168;0,268636;0;0,271556;0;51,033001;-5,38
14.07.2025 02:49:44;0;0,011603;0,25526;0;0,269763;0;51,021;-5,18
14.07.2025 02:54:46;0,00291;0,023282;0,279387;0;0,311401;0;50,985001;-6,79
14.07.2025 02:59:48;0;0,011641;0,232823;0;0,241554;0;50,993;-4,69
14.07.2025 03:04:49;0;0,01168;0,221917;0;0,236516;0;50,978001;-4,68
14.07.2025 03:09:52;0;0,023205;0,220452;0;0,226253;0;50,976002;-3,59
14.07.2025 03:14:54;0,00291;0,011641;0,221182;0;0,241554;0;50,941002;-5,72
14.07.2025 03:19:57;0,002901;0,023205;0,266863;0;0,290068;0;50,922001;-5,66
14.07.2025 03:24:58;0,00292;0,01168;0,291995;0;0,303675;0;50,890999;-6,89
14.07.2025 03:30:00;0;0,023282;0,325952;0;0,334683;0;50,873001;-6,53
14.07.2025 03:35:02;0;0,011641;0,314311;0;0,334683;0;50,854;-6,43
14.07.2025 03:40:04;0,00291;0,023282;0,291029;0;0,311401;0;50,848999;-5,3
14.07.2025 03:45:06;0;0,011641;0,244464;0;0,259015;0;50,837002;-5,24
14.07.2025 03:50:08;0;0,011641;0,244464;0;0,256105;0;50,825001;-4,97
14.07.2025 03:55:10;0,005821;0,023282;0,314311;0;0,331773;0;50,780998;-7,28
14.07.2025 04:00:12;0;0,011641;0,360875;0;0,366696;0;50,757;-7,12
14.07.2025 04:05:14;0;0,023282;0,291029;0;0,317221;0;50,757999;-5,58
14.07.2025 04:10:16;0;0,011641;0,267746;0;0,279387;0;50,744999;-5,53
14.07.2025 04:15:18;0;0,011641;0,267746;0;0,282298;0;50,729;-5,45
14.07.2025 04:20:20;0;0,023282;0,209541;0;0,227002;0;50,741001;-3,41
14.07.2025 04:25:22;0;0,011641;0,151335;0;0,165886;0;50,737999;-3,33
14.07.2025 04:30:24;0,00291;0,011641;0,151335;0;0,171707;0;50,721001;-4,93
14.07.2025 04:35:24;0,005859;0,023438;0,257813;0;0,251953;0;50,671001;-7,4
14.07.2025 04:40:26;0;0,011641;0,337593;0;0,352145;0;50,648998;-6,74
14.07.2025 04:45:28;0;0,011641;0,314311;0;0,334683;0;50,632999;-6,57
14.07.2025 04:50:30;0;0,023282;0,325952;0;0,337593;0;50,610001;-6,82
14.07.2025 04:55:29;0;0,011758;0,329222;0;0,34392;0;50,591999;-6,77
14.07.2025 05:00:32;0;0,011603;0,266863;0;0,287167;0;50,598;-4,74
14.07.2025 05:05:34;0,00291;0,023282;0,209541;0;0,235733;0;50,595001;-4,4
14.07.2025 05:10:37;0;0,011603;0,197246;0;0,208849;0;50,592999;-3,74
14.07.2025 05:15:38;0,035039;0,01168;0,712469;0;0,689109;0;50,313;-25,98
14.07.2025 05:20:40;0;0,046565;0,593698;0;0,631532;0;50,463001;-6,45
14.07.2025 05:25:42;0,023282;0,046565;0,372517;0;0,395799;0;50,448002;-6,54
14.07.2025 05:30:44;0,026193;0,034923;0,384158;0;0,395799;0;50,431;-6,48
14.07.2025 05:35:46;0;0,011641;0,30267;0;0,328862;0;50,418999;-6,43
14.07.2025 05:40:48;0,005821;0,023282;0,337593;0;0,323042;0,023282;50,411999;-5,57
14.07.2025 05:45:50;0;0,023282;0,279387;0;0,247374;0,069847;50,417999;-4,3
14.07.2025 05:50:52;0,00291;0,011641;0,291029;0;0,180438;0,116411;50,424;-3,5
14.07.2025 05:55:54;0,005821;0,023282;0,395799;0;0,235733;0,162976;50,386002;-6,23
14.07.2025 06:00:57;0;0,011603;0,440903;0;0,249459;0,208849;50,395;-3,42
14.07.2025 06:05:59;0,032013;0,011641;0,384158;0;0,075667;0,279387;50,438;-0,21
14.07.2025 06:11:00;0,0292;0,01168;0,338715;0;0,093439;0,233596;50,41;-3,07
14.07.2025 06:16:02;0,011641;0,034923;0,349234;0;0,072757;0,325952;50,433998;-1,34
14.07.2025 06:21:04;0;0,023282;0,360875;0;0,154245;0,186258;50,404999;-1,86
14.07.2025 06:26:07;0,014503;0;0,232054;0;0,020305;0,208849;50,431999;-0,19
14.07.2025 06:31:08;0;0,081759;0,186877;0;0,01168;0,256956;50,438;-0,18
14.07.2025 06:36:10;0;0,069847;0,174617;0,090219;0,00291;0,349234;50,473999;1,53
14.07.2025 06:41:12;0,005821;0,011641;0,349234;0,020372;0,078578;0,30267;50,419998;-2,58
14.07.2025 06:46:14;0;0,069847;0,372517;0,008731;0,069847;0,349234;50,459;2,17
14.07.2025 06:51:14;0;0,046875;0,375;0,161133;0;0,609375;50,507;4,26
14.07.2025 06:56:15;0;0,046719;0,338715;0,443833;0;0,817587;50,660999;14,83
14.07.2025 07:01:16;0;0,058399;0,327035;0,954825;0;1,354859;50,830002;24,93
14.07.2025 07:06:19;0;0,046411;0,278465;1,145769;0;1,461943;50,844002;17,66
14.07.2025 07:11:18;0;0,035274;0,282191;0,849511;0;1,152278;50,879002;16,82
14.07.2025 07:16:21;0,005801;0,023205;0,290068;0,519222;0;0,835396;50,830002;9,05
14.07.2025 07:21:22;0,00584;0,058399;0,280316;0,411714;0,00292;0,747508;50,817001;5,3
14.07.2025 07:26:24;0,00291;0,081488;0,349234;0,084398;0,005821;0,488928;50,749001;-0,23
14.07.2025 07:31:27;0,04351;0,046411;1,380724;0,005801;0,742574;0,649752;50,389;-29,469999
14.07.2025 07:36:29;0,040744;0,034923;2,025559;0;1,446412;0,582057;50,162998;-43,970001
14.07.2025 07:41:30;1,535896;0;4,47337;0;2,508241;0,443833;49,827;-50,119999
14.07.2025 07:46:33;1,508354;0;5,058787;0;2,491685;1,044245;49,619999;-50,389999
14.07.2025 07:51:34;0,043799;0,105118;2,522841;0,516832;1,2731;1,822051;50,390999;27,559999
14.07.2025 07:56:36;0,00291;0,023282;0,360875;1,135011;0;1,536631;50,519001;19,059999
14.07.2025 08:01:39;0,017404;0,046411;1,543162;0,197246;0,496016;1,253094;50,410999;19,799999
14.07.2025 08:06:41;0,026193;0,034923;0,582057;0,718841;0,09895;1,210679;50,548;18,629999
14.07.2025 08:11:43;0,014551;0,034923;1,11755;0,253195;0,014551;1,396937;50,380001;-0,21
14.07.2025 08:16:44;0,00292;0,081759;0,385434;1,144622;0;1,588455;50,733002;25,9
14.07.2025 08:21:46;0;0,046565;0,442363;1,469694;0;1,978994;50,879002;31,59
14.07.2025 08:26:49;0;0,058014;0,452506;1,775217;0;2,274134;51,046001;38,900002
14.07.2025 08:31:49;0;0,058594;0,433594;2,080078;0;2,554688;51,188;42,900002
14.07.2025 08:36:50;0;0,093439;0,432153;2,295084;0;2,849875;51,360001;45,419998
14.07.2025 08:41:52;0;0,523851;0,40744;2,133239;0;3,026697;51,417999;39,450001
14.07.2025 08:46:54;0,008731;0,803239;0,395799;1,658863;0;2,863721;51,477001;35,439999
14.07.2025 08:51:57;0,072517;0,626547;0,661355;1,357519;0;2,575804;51,400002;17,1
14.07.2025 08:56:57;0;0,210938;2,027344;1,12207;0;3,375;51,526001;22,83
14.07.2025 09:01:59;0,014551;0,395799;2,013918;1,149563;0;3,538907;51,513;11,84
14.07.2025 09:07:01;0,049475;0,139694;1,967353;0,599519;0,029103;2,630898;51,612;22,77
14.07.2025 09:12:01;0,017578;0,28125;1,96875;1,12793;0;3,351563;51,716;23,200001
14.07.2025 09:17:02;0,0146;0,934385;1,144622;1,077463;0;3,130191;51,734001;20,51
14.07.2025 09:22:05;0,026106;1,218286;1,206683;1,119663;0;3,527228;51,787998;9,38
14.07.2025 09:27:07;0,020372;0,488928;1,967353;1,132101;0;3,585472;51,962002;23,42
14.07.2025 09:32:09;0;2,386434;0,454005;1,210679;0;4,051118;52,061001;23,209999
