Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
11.08.2025 00:06:26;0;0,022265;0,256226;0;0,278308;0;53;-4,5
11.08.2025 00:11:29;0,003552;0,028463;0,346994;0;0,371831;0;53;-6,8
11.08.2025 00:16:32;0;0,0252;0,315812;0;0,341011;0;53;-5,6
11.08.2025 00:21:34;0,001103;0,025101;0,288846;0;0,312674;0;53;-6
11.08.2025 00:26:36;0,008947;0,020554;0,344141;0;0,355782;0;53;-6,9
11.08.2025 00:31:37;0,001078;0,021535;0,328495;0;0,349117;0;53;-4,8
11.08.2025 00:36:40;0,001501;0,025018;0,224803;0;0,248552;0;53;-4,6
11.08.2025 00:41:43;0,001853;0,020849;0,183468;0;0,202141;0;53;-3,7
11.08.2025 00:46:44;0,000034;0,025367;0,165342;0;0,190892;0;53;-3,6
11.08.2025 00:51:43;0,007423;0,024251;0,278884;0;0,295418;0;53;-6
11.08.2025 00:56:45;0,008418;0,020372;0,30558;0;0,317767;0;53;-6
11.08.2025 01:01:47;0,005707;0,017825;0,300487;0;0,312674;0;53;-5,6
11.08.2025 01:06:50;0,00673;0,025925;0,288618;0;0,307653;0;53;-5,6
11.08.2025 01:11:52;0,004462;0,0231;0,235369;0;0,254468;0;53;-3,6
11.08.2025 01:16:53;0,00998;0,024455;0,223012;0;0,236881;0;53;-4,6
11.08.2025 01:21:55;0,0032;0,021463;0,21718;0;0,235369;0;53;-4,4
11.08.2025 01:26:57;0,003229;0,018189;0,212451;0;0,227366;0;53;-3,8
11.08.2025 01:31:59;0,008708;0,028375;0,303761;0;0,323405;0;53;-5,6
11.08.2025 01:37:00;0,008634;0,031025;0,31572;0;0,337985;0;52,900002;-7,7
11.08.2025 01:42:03;0,002793;0,022118;0,384703;0;0,404282;0;52,900002;-7,6
11.08.2025 01:47:05;0,007088;0,018371;0,432905;0;0,444182;0;52,900002;-7,1
11.08.2025 01:52:07;0,007043;0,0211;0,436543;0;0,450549;0;52,900002;-8,6
11.08.2025 01:57:09;0,000404;0,019644;0,313219;0;0,3325;0;52,900002;-6,2
11.08.2025 02:02:11;0,009817;0,019826;0,241554;0;0,25174;0;53;-3,1
11.08.2025 02:07:11;0,006157;0,024536;0,167725;0;0,185852;0;53;-3,4
11.08.2025 02:12:14;0,006764;0,025925;0,207036;0;0,226253;0;53;-6
11.08.2025 02:17:13;0;0,020209;0,282191;0;0,302583;0;53;-5,7
11.08.2025 02:22:15;0;0,019644;0,276477;0;0,295576;0;53;-5,4
11.08.2025 02:27:16;0,001027;0,017885;0,268271;0;0,285791;0;53;-5,4
11.08.2025 02:32:17;0,002897;0,02117;0,308785;0;0,326487;0;52,900002;-6,9
11.08.2025 02:37:19;0,000074;0,025283;0,265927;0;0,291392;0;53;-4,4
11.08.2025 02:42:21;0,000045;0,018553;0,22009;0;0,238643;0;53;-4,5
11.08.2025 02:47:23;0,000489;0,020736;0,202629;0;0,222819;0;53;-3,7
11.08.2025 02:52:25;0,005889;0,027284;0,187713;0;0,208995;0;53;-5,6
